bc_wells	mread_count
52_52_66	0
52_52_86	0
52_53_11	431
52_53_30	0
52_53_46	2077
52_53_56	1043
52_53_57	676
52_53_77	136
52_53_93	2457
52_54_01	32
52_54_15	1642
52_54_16	2927
52_54_22	860
52_54_49	1667
52_54_84	1985
52_55_41	3669
52_55_44	0
52_56_03	1764
52_56_33	483
52_56_38	7198
52_56_57	2432
52_56_94	2044
52_57_14	2974
52_57_40	5314
52_57_59	5285
52_57_68	1629
52_58_04	1775
52_58_05	267
52_58_35	1242
52_58_89	7089
52_59_08	3797
52_59_10	1202
52_60_40	248
52_60_58	645
52_60_81	643
52_60_88	122
52_60_92	557
52_61_36	1304
52_61_55	418
52_61_84	1007
52_61_95	3162
52_62_50	0
52_62_69	2554
52_62_72	5538
52_62_87	2465
52_62_91	1835
52_63_04	3428
52_63_10	4463
52_63_27	5936
52_63_29	2616
52_63_45	579
52_63_53	1669
52_63_69	1678
52_63_80	4507
52_63_90	0
52_63_95	9894
52_64_03	1052
52_64_72	766
52_64_73	794
52_64_74	1069
52_65_05	1364
52_65_28	2460
52_65_36	2412
52_65_38	1068
52_65_51	6386
52_65_55	1813
52_65_57	580
52_65_87	3023
52_65_88	1828
52_66_02	1289
52_66_08	3431
52_66_16	1004
52_66_19	649
52_66_46	4536
52_66_64	0
52_67_07	20011
52_67_29	3564
52_67_47	3631
52_67_70	1668
52_67_73	2030
52_67_75	3037
52_67_84	3274
52_68_08	1045
52_68_69	700
52_68_79	1703
52_68_88	0
52_69_02	933
52_69_09	2431
52_69_59	1073
52_70_12	1318
52_70_18	1090
52_70_65	1671
52_70_69	0
52_71_46	629
52_71_51	2018
52_71_66	987
52_71_70	1458
52_71_73	656
52_72_01	820
52_72_03	588
52_72_10	4095
52_72_14	771
52_72_19	3519
52_72_34	0
52_72_69	1096
52_72_72	0
52_72_74	2716
52_73_01	0
52_73_15	2329
52_73_21	1453
52_73_24	881
52_73_27	768
52_73_44	7943
52_73_56	2635
52_74_03	1190
52_74_39	328
52_74_67	314
52_74_79	1493
52_74_82	0
52_74_93	802
52_75_16	5414
52_75_52	2270
52_75_53	1268
52_75_59	2515
52_75_81	2792
52_75_85	2215
52_75_93	590
52_76_06	292
52_76_10	2829
52_76_53	1147
52_76_60	748
52_76_64	0
52_77_17	616
52_77_26	3884
52_77_31	0
52_77_56	2401
52_77_90	2606
52_78_19	1264
52_78_48	353
52_78_61	112
52_79_09	1046
52_79_29	1903
52_79_82	1397
52_79_85	3118
52_79_93	0
52_80_17	1098
52_80_26	470
52_80_34	3124
52_80_49	0
52_80_77	5937
52_80_78	1144
52_80_85	393
52_81_17	3747
52_81_33	947
52_82_30	1122
52_82_38	118
52_82_65	682
52_82_73	0
52_82_93	1161
52_82_96	2904
52_83_04	850
52_83_05	858
52_83_08	0
52_83_21	391
52_83_38	126
52_83_44	645
52_83_86	795
52_84_13	2205
52_84_15	3345
52_84_28	3509
52_84_31	5013
52_84_55	1312
52_84_65	944
52_84_83	2649
52_84_92	842
52_85_26	644
52_85_48	1286
52_85_53	1211
52_85_69	623
52_85_75	0
52_85_77	1087
52_85_89	1431
52_86_19	1748
52_86_25	574
52_86_37	360
52_86_46	3540
52_86_66	1975
52_86_95	638
52_87_09	584
52_87_19	1700
52_87_24	7593
52_87_31	6815
52_87_33	483
52_87_34	1580
52_87_39	2640
52_87_63	2257
52_87_65	1184
52_87_81	2290
52_88_05	2319
52_88_28	1099
52_88_45	2294
52_88_70	526
52_88_71	3391
52_88_90	1259
52_88_96	2569
52_89_12	0
52_89_33	2154
52_89_42	1965
52_89_47	199
52_89_53	1036
52_89_75	1095
52_89_77	0
52_89_85	364
52_89_87	1496
52_89_95	1584
52_90_08	1890
52_90_10	2806
52_90_14	743
52_90_59	392
52_90_72	527
52_91_01	56
52_91_16	5486
52_91_18	1275
52_91_54	1143
52_91_67	1700
52_91_76	528
52_91_85	629
52_92_16	762
52_92_30	1335
52_92_45	1471
52_92_56	3975
52_92_67	3594
52_92_70	0
52_92_71	2074
52_92_74	561
52_92_89	1265
52_92_94	234
52_93_01	8062
52_93_08	0
52_93_25	2561
52_93_41	1169
52_93_57	1528
52_93_64	1584
52_93_65	199
52_93_69	1275
52_93_86	4667
52_94_01	298
52_94_05	547
52_94_06	554
52_94_10	881
52_94_20	1291
52_94_21	133
52_94_22	0
52_94_41	754
52_94_61	925
52_94_70	287
52_94_73	1275
52_94_77	4251
52_94_78	21
52_94_80	689
52_94_81	181
52_94_84	1393
52_95_68	1057
52_95_77	0
52_96_53	1746
52_96_93	2896
53_01_07	5383
53_01_13	70
53_01_25	29
53_01_53	1480
53_01_63	25480
53_02_32	802
53_02_49	4717
53_02_68	1225
53_02_73	3544
53_02_74	4211
53_02_80	2611
53_02_84	2766
53_03_40	869
53_03_52	664
53_03_60	433
53_03_87	0
53_04_12	1864
53_04_14	4004
53_04_31	606
53_04_56	1066
53_04_63	1543
53_04_82	1303
53_04_87	1536
53_05_02	590
53_05_07	3313
53_05_17	2110
53_05_19	560
53_05_26	751
53_05_33	1467
53_05_36	1100
53_05_41	2388
53_05_43	1346
53_05_48	1178
53_05_60	411
53_05_74	2904
53_05_75	1686
53_05_76	2402
53_05_87	498
53_05_91	896
53_06_05	977
53_06_15	617
53_06_24	1755
53_06_27	902
53_06_42	957
53_06_53	5366
53_07_03	1682
53_07_05	1596
53_07_09	1589
53_07_16	2216
53_07_29	4646
53_07_42	3293
53_07_52	1792
53_07_71	2674
53_08_04	980
53_08_29	1722
53_08_43	453
53_08_47	6759
53_08_57	409
53_08_60	938
53_08_78	8477
53_09_06	396
53_09_16	100
53_09_19	1342
53_09_23	542
53_09_37	1025
53_09_60	661
53_09_85	109
53_10_21	2270
53_10_22	1872
53_10_35	0
53_10_41	242
53_10_44	618
53_10_45	341
53_10_64	2022
53_10_73	1390
53_10_80	18536
53_10_83	1950
53_10_89	2256
53_10_90	700
53_10_95	862
53_11_10	0
53_11_11	1272
53_11_14	1097
53_11_17	0
53_11_43	779
53_11_47	0
53_11_63	212
53_11_66	5368
53_12_05	506
53_12_23	1288
53_12_46	2398
53_12_55	2794
53_12_56	2277
53_12_70	1313
53_12_73	455
53_13_07	2713
53_13_45	8023
53_13_46	631
53_13_55	2146
53_13_71	5629
53_13_96	2513
53_14_25	2727
53_14_34	1023
53_14_74	3149
53_14_75	3301
53_14_80	1562
53_14_82	321
53_15_05	0
53_15_09	881
53_15_20	783
53_15_34	2579
53_15_39	0
53_15_41	3276
53_15_46	1298
53_15_53	750
53_15_56	3033
53_15_69	66
53_15_72	213
53_15_73	2517
53_15_88	1398
53_16_03	0
53_16_04	672
53_16_14	840
53_16_39	983
53_16_48	1798
53_16_74	2263
53_17_07	604
53_17_47	270
53_17_63	1598
53_18_11	2465
53_18_15	1220
53_18_20	2265
53_18_38	922
53_18_42	2865
53_18_49	3900
53_18_53	2163
53_18_54	2813
53_18_61	4923
53_18_67	2485
53_18_86	0
53_19_05	1553
53_19_14	785
53_19_35	1576
53_19_43	6728
53_19_44	633
53_19_61	5180
53_19_76	2615
53_19_79	535
53_19_88	2781
53_20_03	6282
53_20_06	1773
53_20_07	1274
53_20_28	5969
53_20_37	1475
53_20_46	0
53_20_49	2186
53_20_64	657
53_20_82	444
53_21_05	357
53_21_12	449
53_21_27	3403
53_21_46	2606
53_21_55	1612
53_21_78	1051
53_21_94	307
53_22_06	568
53_22_13	3187
53_22_18	83
53_22_28	839
53_22_33	860
53_22_39	0
53_23_14	1193
53_23_60	2468
53_24_02	393
53_24_09	381
53_24_59	3034
53_24_73	366
53_24_78	2379
53_24_91	696
53_25_44	2764
53_25_47	1368
53_25_71	59
53_25_76	1319
53_25_94	1986
53_26_33	725
53_26_92	1107
53_27_05	1953
53_27_07	858
53_27_10	678
53_27_33	746
53_27_38	851
53_27_48	0
53_27_78	757
53_27_84	2758
53_28_18	2090
53_28_51	0
53_28_55	1724
53_28_56	944
53_28_73	763
53_28_89	3838
53_29_12	2028
53_29_24	3095
53_29_35	891
53_29_37	733
53_29_44	0
53_29_50	0
53_29_54	630
53_30_09	1275
53_30_32	1365
53_30_75	796
53_31_32	2430
53_31_82	0
53_31_92	2811
53_31_96	587
53_32_09	1077
53_32_31	1036
53_32_33	321
53_32_60	601
53_32_62	2055
53_32_65	6675
53_32_73	2219
53_32_81	36
53_32_82	2837
53_32_96	1079
53_33_24	2435
53_33_34	102
53_33_40	5042
53_33_50	1524
53_33_59	1573
53_33_65	2040
53_33_69	2044
53_33_90	2958
53_34_01	2803
53_34_14	1067
53_34_26	3450
53_34_48	0
53_34_50	866
53_34_54	567
53_35_02	474
53_35_20	3723
53_35_32	7101
53_35_47	860
53_35_69	332
53_35_73	5363
53_35_92	569
53_36_02	0
53_36_04	2499
53_36_22	869
53_36_54	0
53_36_65	2393
53_37_04	301
53_37_22	497
53_37_34	2001
53_37_47	449
53_37_66	1438
53_37_96	1149
53_38_48	2161
53_38_58	1962
53_38_79	0
53_38_83	402
53_38_95	703
53_39_08	582
53_39_09	3150
53_39_36	2730
53_39_45	6578
53_39_49	1540
53_39_58	1269
53_39_84	5929
53_40_44	0
53_40_69	2721
53_40_88	4129
53_41_13	955
53_41_37	1019
53_41_50	2519
53_41_61	465
53_42_04	1714
53_42_25	470
53_43_23	1106
53_43_25	282
53_43_27	717
53_43_44	2180
53_43_46	488
53_43_82	521
53_44_09	1885
53_44_22	463
53_44_30	618
53_44_35	738
53_44_37	760
53_44_76	942
53_44_80	1182
53_44_90	467
53_44_92	1470
53_45_10	6658
53_45_35	0
53_45_41	0
53_45_62	5569
53_45_64	635
53_45_81	1198
53_45_84	668
53_46_06	423
53_46_07	1131
53_46_19	1165
53_46_47	3108
53_46_58	1684
53_46_71	2816
53_46_89	1099
53_47_18	475
53_47_19	2642
53_47_20	427
53_47_21	2361
53_47_83	1651
53_48_16	4288
53_48_23	3626
53_48_65	4676
53_48_75	2965
53_48_91	1573
53_48_93	5367
53_49_32	2391
53_49_45	647
53_49_46	742
53_49_56	1905
53_49_74	335
53_49_78	3804
53_50_18	1315
53_50_28	234
53_50_31	487
53_50_39	1627
53_50_46	134
53_50_59	1507
53_50_71	686
53_51_29	1991
53_51_51	1462
53_51_73	1757
53_51_83	896
53_52_02	1329
53_52_05	1474
53_52_61	486
53_52_65	1640
53_53_09	1416
53_53_40	1691
53_53_43	1737
53_53_78	0
53_53_81	2771
53_54_05	429
53_54_55	1794
53_54_62	4971
53_54_65	1010
53_55_03	1659
53_55_04	684
53_55_43	1337
53_55_66	211
53_55_77	740
53_55_95	250
53_56_06	6949
53_56_07	1932
53_56_13	7972
53_56_16	1583
53_56_19	2574
53_56_30	2335
53_56_37	16371
53_56_42	18415
53_56_52	3855
53_56_59	633
53_56_62	5999
53_56_65	8144
53_56_69	2604
53_56_84	8250
53_56_90	5816
53_56_95	2679
53_57_14	0
53_57_22	1231
53_57_30	3777
53_57_42	4057
53_57_56	1747
53_57_65	7219
53_57_83	3374
53_58_02	379
53_58_06	417
53_58_11	4391
53_58_25	4070
53_58_30	103
53_58_85	4404
53_59_22	1490
53_59_27	1584
53_59_66	1864
53_59_68	4259
53_59_74	1048
53_60_24	1170
53_60_30	594
53_60_36	2673
53_60_38	457
53_60_57	309
53_60_73	626
53_60_81	502
53_61_04	3737
53_61_16	5501
53_61_63	0
53_61_64	2827
53_62_02	0
53_62_21	4223
53_62_29	0
53_62_45	2080
53_62_49	390
53_62_77	4061
53_62_88	3239
53_63_19	420
53_63_35	1393
53_63_39	1837
53_63_57	1324
53_63_72	1957
53_63_76	0
53_63_78	0
53_64_10	786
53_64_11	4730
53_64_30	88
53_64_50	2581
53_64_66	984
53_64_78	3036
53_65_34	1110
53_65_35	5758
53_65_72	5751
53_65_83	3232
53_65_86	0
53_65_92	0
53_65_93	14
53_66_39	591
53_66_74	515
53_66_94	0
53_67_07	282
53_67_19	29
53_67_69	1231
53_67_79	843
53_67_84	983
53_67_92	212
53_68_17	11221
53_68_36	447
53_68_54	1500
53_69_12	2963
53_69_26	0
53_69_28	859
53_69_38	5852
53_69_49	3307
53_69_63	2125
53_69_65	1546
53_69_81	2859
53_69_92	1922
53_70_03	531
53_70_07	1168
53_70_15	22
53_70_19	1366
53_70_23	1002
53_70_38	471
53_70_40	3391
53_70_41	1142
53_70_42	868
53_70_46	458
53_70_53	840
53_70_62	4594
53_70_77	729
53_70_85	409
53_70_86	1593
53_71_25	643
53_71_49	1897
53_71_53	232
53_71_67	8826
53_72_07	1533
53_72_08	2685
53_72_40	0
53_72_48	1956
53_72_49	756
53_72_54	0
53_72_56	2597
53_72_68	2147
53_72_84	0
53_72_85	552
53_73_03	842
53_73_13	1186
53_73_29	3472
53_73_37	264
53_73_46	1692
53_73_52	2405
53_73_75	6737
53_73_82	941
53_74_02	0
53_74_38	436
53_74_39	641
53_74_49	723
53_74_55	1059
53_75_01	1952
53_75_20	3781
53_75_23	565
53_75_24	8079
53_75_33	66
53_75_36	1533
53_75_46	2975
53_75_52	646
53_76_43	903
53_76_52	749
53_76_54	371
53_76_80	16284
53_76_87	1926
53_76_92	1119
53_77_05	3493
53_77_30	5785
53_77_36	312
53_77_41	8893
53_77_61	3920
53_77_62	2636
53_77_63	34
53_77_74	440
53_77_75	50
53_77_94	0
53_77_96	371
53_78_49	379
53_78_56	764
53_78_70	1944
53_78_73	582
53_79_15	1666
53_79_19	1201
53_79_21	2383
53_79_45	957
53_79_73	1386
53_80_07	792
53_80_26	1300
53_80_36	1749
53_80_48	1344
53_80_55	3190
53_80_56	0
53_80_89	1900
53_80_95	5963
53_81_16	604
53_81_37	425
53_81_67	1729
53_81_69	1267
53_81_71	2625
53_81_72	1371
53_81_77	406
53_81_79	2229
53_81_84	925
53_81_94	1629
53_82_44	3706
53_82_82	431
53_82_88	3229
53_83_19	726
53_83_27	0
53_83_31	711
53_83_34	164
53_83_45	0
53_83_82	0
53_84_12	0
53_84_93	573
53_85_03	615
53_85_10	1866
53_85_18	2203
53_85_52	7608
53_85_58	720
53_85_76	659
53_85_83	2475
53_85_96	633
53_86_10	89
53_86_17	368
53_86_28	1457
53_86_33	1491
53_86_57	0
53_86_69	660
53_86_73	0
53_86_79	452
53_86_80	1106
53_86_85	1436
53_86_86	667
53_86_94	2070
53_87_11	5407
53_87_24	1772
53_87_84	680
53_87_90	0
53_88_13	3437
53_88_18	391
53_88_28	0
53_88_44	850
53_88_64	864
53_88_81	2100
53_88_85	702
53_89_01	729
53_89_15	473
53_89_32	235
53_89_35	2822
53_89_43	1297
53_89_55	1053
53_89_56	0
53_89_57	428
53_89_60	1618
53_89_61	1701
53_89_70	325
53_89_75	290
53_89_88	1365
53_89_93	0
53_90_07	769
53_90_11	0
53_90_48	1527
53_90_50	4593
53_90_53	1816
53_90_67	0
53_90_79	2046
53_90_86	362
53_90_92	0
53_91_05	503
53_91_20	1830
53_91_35	4233
53_91_41	137
53_91_51	3228
53_91_53	422
53_91_55	2803
53_91_61	13242
53_91_71	4070
53_91_79	3239
53_91_88	1834
53_92_16	1685
53_92_20	2832
53_92_32	2565
53_92_39	3010
53_92_55	810
53_92_62	2655
53_92_77	1745
53_93_12	0
53_93_37	542
53_93_51	0
53_93_73	1463
53_94_02	358
53_94_09	8388
53_94_20	4742
53_94_25	159
53_94_34	1527
53_94_56	3939
53_94_61	4129
53_94_72	2874
53_94_74	160
53_94_81	4071
53_94_82	4134
53_94_85	67
53_95_41	580
53_95_85	1130
53_95_95	2085
53_96_49	304
54_01_17	0
54_01_42	2757
54_01_59	866
54_01_79	4064
54_02_16	0
54_02_41	3077
54_02_51	2564
54_02_63	436
54_03_13	830
54_03_31	796
54_03_33	675
54_03_39	4710
54_03_40	0
54_03_83	110
54_04_07	3242
54_04_08	1251
54_04_11	464
54_04_13	2148
54_04_15	1658
54_04_26	788
54_04_48	825
54_04_65	501
54_04_70	248
54_04_75	1554
54_04_76	1596
54_04_80	2209
54_05_02	548
54_05_18	7908
54_05_24	1652
54_05_40	5158
54_05_44	2128
54_05_47	173
54_05_52	5087
54_05_66	2308
54_05_96	406
54_06_29	1204
54_06_36	0
54_06_37	1494
54_06_43	3365
54_06_66	677
54_06_67	6030
54_06_69	38
54_06_74	1830
54_06_76	2520
54_06_94	1679
54_06_95	2904
54_07_25	1852
54_07_29	2007
54_07_66	2104
54_07_81	1570
54_08_14	2285
54_08_20	4494
54_08_21	4099
54_08_27	0
54_08_29	620
54_08_41	1254
54_08_58	3168
54_08_64	1785
54_08_67	4303
54_08_68	3432
54_08_72	1372
54_08_73	479
54_09_37	486
54_09_63	1030
54_09_64	606
54_09_92	529
54_10_03	1150
54_10_10	916
54_10_13	2321
54_10_16	2516
54_10_17	341
54_10_23	2384
54_10_32	2489
54_10_36	1696
54_10_47	0
54_10_69	37
54_11_13	1784
54_11_19	560
54_11_23	1971
54_11_52	936
54_11_53	1167
54_11_61	2151
54_11_67	7454
54_12_15	411
54_12_48	1071
54_12_54	0
54_12_88	2859
54_12_91	701
54_13_29	3678
54_13_54	5886
54_13_73	775
54_13_78	1642
54_14_02	1418
54_14_08	4229
54_14_17	1162
54_14_20	1295
54_14_61	2142
54_14_71	833
54_14_96	4645
54_15_18	4885
54_15_35	44
54_15_40	0
54_15_62	1294
54_15_79	1034
54_15_81	1561
54_15_84	63
54_15_88	2882
54_15_92	2073
54_16_04	11895
54_16_18	1507
54_16_25	2268
54_16_37	22251
54_16_38	47
54_16_40	119
54_16_42	1670
54_16_61	2702
54_16_82	5370
54_17_22	973
54_17_50	1057
54_17_60	857
54_17_71	852
54_17_79	2084
54_17_80	895
54_17_83	3483
54_18_02	918
54_18_23	1662
54_18_25	502
54_18_30	3436
54_18_37	3340
54_18_43	2396
54_18_53	40
54_18_56	4002
54_18_73	518
54_18_84	675
54_18_92	1906
54_18_96	2671
54_19_17	2388
54_19_26	714
54_19_45	63
54_19_46	1076
54_19_57	1514
54_19_64	5913
54_19_83	993
54_20_07	238
54_20_11	2493
54_20_17	845
54_20_32	433
54_20_49	731
54_20_71	485
54_20_75	740
54_20_81	2154
54_20_86	13106
54_20_90	1832
54_21_01	2018
54_21_03	0
54_21_12	1830
54_21_16	1872
54_21_29	1232
54_21_61	846
54_21_83	858
54_21_93	585
54_22_09	716
54_22_26	5674
54_22_32	817
54_22_41	1863
54_22_67	1508
54_22_69	2027
54_22_73	3301
54_23_14	3813
54_23_27	2476
54_23_57	535
54_23_89	1737
54_24_13	2372
54_24_22	1116
54_24_33	761
54_24_65	507
54_24_66	2716
54_24_82	0
54_24_87	5659
54_25_16	1172
54_25_25	2000
54_25_32	839
54_25_47	559
54_25_64	272
54_26_10	1403
54_26_13	1202
54_26_44	703
54_26_54	1958
54_26_75	4095
54_26_84	603
54_26_85	1628
54_26_88	0
54_27_33	839
54_27_40	1172
54_27_55	1777
54_27_79	0
54_27_80	396
54_28_34	3862
54_28_59	1349
54_28_83	37
54_29_01	556
54_29_10	1689
54_29_13	0
54_29_17	2410
54_29_21	4753
54_29_25	397
54_29_30	713
54_29_39	1725
54_29_55	4452
54_29_57	3969
54_29_59	106
54_29_60	1143
54_29_77	4212
54_29_96	2607
54_30_04	4361
54_30_07	2002
54_30_35	0
54_30_38	2432
54_30_57	1814
54_30_86	905
54_30_87	548
54_31_43	3258
54_31_47	3813
54_31_61	1779
54_31_73	2525
54_31_84	987
54_31_90	1276
54_32_25	909
54_32_35	1117
54_32_52	731
54_32_63	967
54_32_76	1824
54_32_78	1007
54_32_86	948
54_33_01	2255
54_33_34	2176
54_33_72	1524
54_33_76	914
54_33_80	3054
54_33_83	1986
54_33_91	1609
54_34_06	0
54_34_07	2690
54_34_11	1846
54_34_12	909
54_34_14	2196
54_34_49	2756
54_34_52	2197
54_34_66	10885
54_35_26	4637
54_35_43	6662
54_35_67	0
54_35_70	3467
54_36_03	3047
54_36_04	2850
54_36_31	2557
54_36_35	6363
54_36_40	1153
54_36_46	1232
54_36_49	3479
54_36_71	3083
54_36_95	2502
54_37_10	1951
54_37_13	673
54_37_19	1656
54_37_21	1369
54_37_38	711
54_37_40	4207
54_37_67	0
54_38_23	1167
54_38_65	232
54_38_78	1525
54_39_12	837
54_39_19	1600
54_39_32	536
54_39_78	2040
54_39_80	5535
54_39_90	2993
54_40_03	22067
54_40_15	1422
54_40_17	754
54_40_20	37
54_40_32	695
54_40_69	129
54_40_76	2912
54_41_06	660
54_41_16	209
54_41_49	1966
54_41_54	3877
54_41_73	1028
54_42_06	1041
54_42_25	1950
54_42_50	2388
54_42_56	4962
54_42_71	0
54_42_88	2004
54_43_06	615
54_43_13	158
54_43_15	1655
54_43_39	272
54_43_74	1936
54_43_79	795
54_43_92	2232
54_43_96	552
54_44_23	10362
54_44_41	0
54_44_50	3828
54_44_53	2313
54_44_80	575
54_44_87	1141
54_45_39	2240
54_45_46	0
54_45_78	0
54_46_38	0
54_46_42	1916
54_47_11	6157
54_47_35	1683
54_47_41	2792
54_47_85	337
54_48_08	1395
54_48_28	5256
54_48_34	558
54_48_37	1844
54_48_55	3357
54_48_63	1398
54_48_64	1457
54_48_69	2221
54_48_93	4944
54_49_01	486
54_49_16	862
54_49_39	3378
54_49_65	0
54_49_77	458
54_49_89	188
54_50_21	0
54_50_25	2649
54_50_42	2722
54_50_51	3084
54_50_52	47
54_50_54	1381
54_50_65	2944
54_50_77	815
54_50_88	950
54_50_91	1296
54_51_19	2548
54_51_22	2230
54_51_25	0
54_51_47	4873
54_52_17	3276
54_52_49	2401
54_52_53	1318
54_52_72	770
54_52_83	433
54_52_84	420
54_52_87	5780
54_53_16	2785
54_53_17	0
54_53_24	1684
54_53_30	614
54_53_47	991
54_53_53	1486
54_53_57	2017
54_53_71	2708
54_53_74	1040
54_53_94	554
54_54_91	2715
54_54_96	1770
54_55_34	533
54_55_56	299
54_55_78	339
54_55_91	667
54_56_06	2430
54_56_13	3893
54_56_59	3046
54_56_71	2994
54_57_27	1075
54_57_29	3461
54_57_39	1414
54_57_66	2144
54_57_72	1343
54_57_95	1992
54_58_23	636
54_58_72	0
54_58_92	1315
54_58_93	1248
54_58_94	1464
54_59_30	1505
54_59_31	908
54_59_35	161
54_59_43	1054
54_59_61	776
54_59_76	1105
54_59_84	899
54_59_92	1223
54_60_18	499
54_60_52	2850
54_60_61	573
54_60_65	600
54_60_66	589
54_60_83	430
54_60_93	217
54_61_03	383
54_61_14	8861
54_61_16	2067
54_61_24	329
54_61_27	2382
54_61_36	756
54_61_46	64
54_61_47	914
54_61_52	3857
54_61_54	421
54_61_80	2388
54_62_26	572
54_62_44	3202
54_62_55	261
54_62_60	717
54_63_48	0
54_63_62	1106
54_63_94	2107
54_64_22	1804
54_64_55	2591
54_64_59	757
54_64_63	422
54_64_66	7042
54_64_90	1768
54_65_10	1745
54_65_12	2458
54_65_35	0
54_65_41	7496
54_65_53	4227
54_65_57	888
54_65_69	2126
54_65_84	2937
54_65_90	1504
54_66_01	1695
54_66_06	329
54_66_34	2842
54_66_38	551
54_66_66	1510
54_66_69	2035
54_66_73	982
54_66_81	978
54_66_87	5088
54_67_19	448
54_67_73	1188
54_67_90	829
54_68_05	980
54_68_13	1095
54_68_29	6172
54_68_33	1945
54_68_34	854
54_68_50	11
54_68_51	1042
54_68_54	14476
54_68_57	1842
54_68_63	2942
54_68_70	939
54_68_81	4883
54_68_90	2029
54_69_15	501
54_69_42	898
54_69_70	2632
54_70_17	4974
54_70_23	445
54_70_37	74
54_70_53	380
54_70_59	1377
54_70_66	0
54_70_73	1288
54_70_76	3964
54_70_90	1124
54_71_07	1205
54_71_29	2032
54_71_33	495
54_71_52	1213
54_71_88	1580
54_72_07	239
54_72_10	2217
54_72_11	1179
54_72_23	2340
54_72_34	6526
54_72_79	2035
54_73_18	2623
54_73_54	0
54_73_75	0
54_73_76	0
54_73_80	1561
54_73_88	561
54_73_89	354
54_73_96	2837
54_74_10	2433
54_74_19	774
54_74_35	1750
54_74_82	408
54_74_83	0
54_74_86	2262
54_74_87	0
54_75_12	2514
54_75_46	1238
54_75_56	1149
54_75_60	908
54_75_75	1854
54_75_78	8639
54_76_10	1766
54_76_33	1678
54_76_61	1074
54_76_63	1179
54_76_92	3064
54_77_32	4471
54_77_38	985
54_77_40	3180
54_77_43	2336
54_77_56	793
54_77_79	943
54_77_93	1101
54_78_13	411
54_78_26	2519
54_78_28	2802
54_78_38	468
54_78_47	269
54_78_60	329
54_78_65	595
54_79_03	1763
54_79_15	1244
54_79_21	1901
54_79_34	1805
54_79_53	533
54_80_23	0
54_80_44	267
54_80_54	1185
54_80_56	6879
54_80_65	1299
54_80_85	9317
54_81_02	952
54_81_48	6636
54_81_63	126
54_81_64	5514
54_81_73	621
54_82_05	0
54_82_12	483
54_82_21	1052
54_82_28	3638
54_82_42	657
54_82_52	2945
54_82_64	0
54_82_77	1540
54_83_01	718
54_83_08	971
54_83_20	523
54_83_29	831
54_83_59	850
54_83_68	712
54_83_84	596
54_83_90	355
54_84_17	3081
54_84_23	1015
54_84_39	2756
54_84_73	624
54_84_85	1192
54_84_86	0
54_84_87	4010
54_84_90	11618
54_84_95	466
54_85_01	979
54_85_24	877
54_85_32	4123
54_85_34	1282
54_85_46	136
54_85_56	1577
54_85_59	1906
54_85_64	6767
54_85_67	561
54_85_95	2566
54_86_08	934
54_86_51	1680
54_86_59	957
54_86_75	1861
54_86_85	473
54_86_89	1581
54_87_05	0
54_87_31	1828
54_87_36	1871
54_87_74	1906
54_87_81	2002
54_87_87	6768
54_88_12	1746
54_88_28	2130
54_88_33	727
54_88_46	771
54_88_51	3722
54_88_74	1771
54_88_91	748
54_88_96	1612
54_89_15	35
54_89_24	694
54_89_32	625
54_89_34	1536
54_89_41	0
54_89_52	5660
54_89_65	696
54_89_68	3221
54_89_93	0
54_90_20	3808
54_90_27	1752
54_90_55	590
54_90_66	3153
54_90_79	1104
54_90_89	4100
54_90_92	2579
54_90_95	687
54_91_09	1685
54_91_24	0
54_91_34	236
54_91_48	1379
54_91_51	467
54_91_52	979
54_91_58	2251
54_91_61	3634
54_91_62	1594
54_91_76	2363
54_91_82	2936
54_92_07	0
54_92_12	829
54_92_40	913
54_92_65	720
54_92_66	908
54_92_77	811
54_93_09	0
54_93_13	1777
54_93_25	4056
54_93_26	1121
54_93_30	56
54_93_39	4190
54_93_44	4679
54_93_57	526
54_93_63	4168
54_93_66	89
54_93_90	2302
54_94_06	2184
54_94_11	3238
54_94_16	508
54_94_18	3418
54_94_27	3453
54_94_35	2675
54_94_39	0
54_94_44	4855
54_94_53	704
54_94_55	2552
54_94_56	221
54_94_66	946
54_94_67	2993
54_94_77	0
54_94_80	1623
54_94_94	2985
54_94_96	3153
54_95_01	945
54_95_31	474
54_95_70	2041
54_95_72	0
54_95_78	976
54_96_18	717
54_96_60	1520
55_01_12	1248
55_01_33	1002
55_01_39	1006
55_01_70	1044
55_01_75	1085
55_02_19	3902
55_02_33	1441
55_02_43	3404
55_02_55	2512
55_02_67	1312
55_02_69	2297
55_02_85	1028
55_02_94	2124
55_03_06	616
55_03_12	170
55_03_22	171
55_03_35	144
55_03_73	243
55_04_14	778
55_04_15	9838
55_04_37	1554
55_04_61	1583
55_04_69	142
55_04_73	1601
55_05_24	2046
55_06_19	0
55_06_47	1093
55_06_80	1543
55_06_81	292
55_07_01	4272
55_07_18	6409
55_07_37	1414
55_07_57	771
55_07_61	1320
55_08_29	2828
55_08_47	235
55_08_49	461
55_08_65	175
55_08_84	1545
55_09_36	302
55_09_40	4242
55_09_41	1957
55_09_53	388
55_09_74	0
55_09_77	0
55_10_10	2775
55_10_42	749
55_10_74	1156
55_10_76	3914
55_10_77	1779
55_10_82	1304
55_10_95	512
55_11_25	393
55_11_47	1398
55_11_49	1250
55_11_56	727
55_11_60	3661
55_11_91	5208
